QB_Rank_0,Player,QB_CMP_2,QB_ATT_3,QB_PCT_4,QB_YDS_5,QB_Y/A_6,QB_TD_7,QB_INT_8,QB_SACKS_9,QB_ATT_10,QB_YDS_11,QB_TD_12,QB_FL_13,QB_G_14,QB_FPTS_15,QB_FPTS/G_16,QB_ROST_17,Position,RB_Rank_0,RB_ATT_2,RB_YDS_3,RB_Y/A_4,RB_LG_5,RB_20+_6,RB_TD_7,RB_REC_8,RB_TGT_9,RB_YDS_10,RB_Y/R_11,RB_TD_12,RB_FL_13,RB_G_14,RB_FPTS_15,RB_FPTS/G_16,RB_ROST_17,WR_Rank_0,WR_REC_2,WR_TGT_3,WR_YDS_4,WR_Y/R_5,WR_LG_6,WR_20+_7,WR_TD_8,WR_ATT_9,WR_YDS_10,WR_TD_11,WR_FL_12,WR_G_13,WR_FPTS_14,WR_FPTS/G_15,WR_ROST_16,TE_Rank_0,TE_REC_2,TE_TGT_3,TE_YDS_4,TE_Y/R_5,TE_LG_6,TE_20+_7,TE_TD_8,TE_ATT_9,TE_YDS_10,TE_TD_11,TE_FL_12,TE_G_13,TE_FPTS_14,TE_FPTS/G_15,TE_ROST_16,DST_Rank_0,DST_SACK_2,DST_INT_3,DST_FR_4,DST_FF_5,DST_DEF TD_6,DST_SFTY_7,DST_SPC TD_8,DST_G_9,DST_FPTS_10,DST_FPTS/G_11,DST_ROST_12
,Nelson Agholor (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,422,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rory Starkey Jr. (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Moore (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,424,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Demarcus Robinson (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,425,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,15.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laquon Treadwell (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sterling Shepard (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,427,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamal Agnew (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,428,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,1.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marvin Jones Jr. (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,429,2,6,8,4.0,5,0,0,0,0,0,1,1,-1.2,-1.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hunter Henry (NE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,56,11.2,13,0,1,0,0,0,0,1,11.6,11.6,15.2%,,,,,,,,,,,,
,Hayden Hurst (LAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7,41,8.2,14,0,1,0,0,0,0,1,10.1,10.1,2.2%,,,,,,,,,,,,
,Donald Parham Jr. (LAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,22,7.3,16,0,1,0,0,0,0,1,8.2,8.2,1.1%,,,,,,,,,,,,
,Blake Bell (FA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,12,6.0,8,0,1,0,0,0,0,1,7.2,7.2,0.0%,,,,,,,,,,,,
,Harrison Bryant (LV),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,5,2.5,3,0,1,0,0,0,0,1,6.5,6.5,0.1%,,,,,,,,,,,,
,Pat Freiermuth (PIT),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,3,3.0,3,0,1,0,0,0,0,1,6.3,6.3,56.9%,,,,,,,,,,,,
,Luke Musgrave (GB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,50,16.7,37,1,0,0,0,0,0,1,5.0,5.0,8.2%,,,,,,,,,,,,
,Tyler Higbee (LAR),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,3,49,16.3,30,1,0,0,0,0,0,1,4.9,4.9,19.5%,,,,,,,,,,,,
,Evan Engram (JAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,49,9.8,26,1,0,0,0,0,0,1,4.9,4.9,96.1%,,,,,,,,,,,,
,Kyle Pitts (ATL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,3,44,22.0,34,1,0,0,0,0,0,1,4.4,4.4,88.2%,,,,,,,,,,,,
,Durham Smythe (MIA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,7,44,14.7,18,0,0,0,0,0,0,1,4.4,4.4,0.6%,,,,,,,,,,,,
,Cole Kmet (CHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,7,44,8.8,15,0,0,1,0,0,0,1,4.4,4.4,68.5%,,,,,,,,,,,,
,Logan Thomas (SF),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,8,43,10.8,19,0,0,0,0,0,0,1,4.3,4.3,19.2%,,,,,,,,,,,,
,Sam LaPorta (DET),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,5,39,7.8,14,0,0,0,0,0,0,1,3.9,3.9,98.9%,,,,,,,,,,,,
,Kylen Granson (IND),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,6,39,9.8,14,0,0,0,0,0,0,1,3.9,3.9,0.6%,,,,,,,,,,,,
,Mike Gesicki (CIN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,3,36,12.0,17,0,0,0,0,0,0,1,3.6,3.6,2.3%,,,,,,,,,,,,
,Darren Waller (FA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,5,36,12.0,22,1,0,0,0,0,0,1,3.6,3.6,42.4%,,,,,,,,,,,,
,Juwan Johnson (NO),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,5,36,12.0,27,1,0,0,0,0,0,1,3.6,3.6,9.4%,,,,,,,,,,,,
,T.J. Hockenson (MIN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8,9,35,4.4,14,0,0,0,0,0,0,1,3.5,3.5,79.9%,,,,,,,,,,,,
,Adam Trautman (DEN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,5,34,6.8,15,0,0,0,0,0,0,1,3.4,3.4,0.2%,,,,,,,,,,,,
,Josh Oliver (MIN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,3,32,10.7,18,0,0,0,0,0,0,1,3.2,3.2,0.6%,,,,,,,,,,,,
,Noah Gray (KC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,5,31,10.3,24,1,0,0,0,0,0,1,3.1,3.1,0.8%,,,,,,,,,,,,
,Dalton Kincaid (BUF),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,4,26,6.5,9,0,0,0,0,0,0,1,2.6,2.6,86.4%,,,,,,,,,,,,
,Dawson Knox (BUF),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,4,25,8.3,15,0,0,0,0,0,0,1,2.5,2.5,4.7%,,,,,,,,,,,,
,David Njoku (CLE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,3,24,12.0,15,0,0,0,0,0,0,1,2.4,2.4,93.1%,,,,,,,,,,,,
,Gerald Everett (CHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,3,21,10.5,11,0,0,1,2,0,0,1,2.3,2.3,23.3%,,,,,,,,,,,,
,Trey McBride (ARI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,2,23,11.5,13,0,0,0,0,0,0,1,2.3,2.3,91.5%,,,,,,,,,,,,
,Greg Dulcich (DEN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,2,22,11.0,13,0,0,0,0,0,0,1,2.2,2.2,3.9%,,,,,,,,,,,,
,Zach Ertz (WAS),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,10,21,3.5,6,0,0,0,0,0,0,1,2.1,2.1,3.4%,,,,,,,,,,,,
,Brycen Hopkins (FA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,2,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.0%,,,,,,,,,,,,
,Drew Ogletree (IND),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,2,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.1%,,,,,,,,,,,,
,Austin Hooper (NE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,0.3%,,,,,,,,,,,,
,George Kittle (SF),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3,6,19,6.3,11,0,0,0,0,0,0,1,1.9,1.9,97.5%,,,,,,,,,,,,
,Connor Heyward (PIT),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,4,19,9.5,11,0,0,0,0,0,0,1,1.9,1.9,0.2%,,,,,,,,,,,,
,Cade Otton (TB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,3,19,9.5,13,0,0,0,0,0,0,1,1.9,1.9,16.6%,,,,,,,,,,,,
,Cole Turner (WAS),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.0%,,,,,,,,,,,,
,Brock Wright (DET),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,2,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.2%,,,,,,,,,,,,
,Will Dissly (LAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,2,17,8.5,10,0,0,0,0,0,0,1,1.7,1.7,0.2%,,,,,,,,,,,,
,Irv Smith Jr. (KC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3,5,17,5.7,8,0,0,0,0,0,0,1,1.7,1.7,1.6%,,,,,,,,,,,,
,Jordan Akins (CLE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.1%,,,,,,,,,,,,
,Jake Ferguson (DAL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,7,11,5.5,9,0,0,0,0,0,0,1,1.1,1.1,89.0%,,,,,,,,,,,,
,Teagan Quitoriano (HOU),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0%,,,,,,,,,,,,
,Colby Parkinson (LAR),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.7%,,,,,,,,,,,,
,Taysom Hill (NO),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,1,0,0,0,0,0,3,4,0,0,1,0.4,0.4,35.8%,,,,,,,,,,,,
,Isaiah Likely (BAL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,37.0%,,,,,,,,,,,,
,Dalton Schultz (HOU),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2,4,4,2.0,5,0,0,0,0,0,0,1,0.4,0.4,73.9%,,,,,,,,,,,,
,Tyler Conklin (NYJ),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,16.3%,,,,,,,,,,,,
,Giovanni Ricci (CLE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,,,,,,,,,,,,
,Daniel Bellinger (NYG),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,1,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,0.8%,,,,,,,,,,,,
,Jody Fortson Jr. (MIA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Mitchell Fraboni (DEN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Matt Sokol (PIT),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Matt Orzech (GB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Parker Hesse (DET),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,
,Chris Myarick (JAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Foster Moreau (NO),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,N'Keal Harry (MIN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,
,Hakeem Butler (CIN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Albert Okwuegbunam Jr. (PHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,
,Tommy Sweeney (CHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Stephen Carlson (CHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Jesper Horsted (FA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,
,Drew Sample (CIN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,Trevon Wesco (FA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,
,Tyree Jackson (NYG),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Zach Gentry (LV),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Andrew Beck (HOU),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,Feleipe Franks (CAR),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Brevin Jordan (HOU),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1%,,,,,,,,,,,,
,Josiah Deguara (JAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,
,Luke Farrell (JAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,Mitchell Wilcox (NE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,
,Dalton Keene (HOU),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Stephen Sullivan (CAR),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Charlie Woerner (ATL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,Tommy Hudson (NO),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Scotty Washington (BAL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Tyler Davis (GB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Sean McKeon (DET),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Tyler Mabry (SEA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Lawrence Cager (NYG),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2,2,17,8.5,9,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,
,Joel Wilson (GB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Brenton Strange (JAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,Payne Durham (TB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,
,Zack Kuntz (NYJ),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Ben Sims (GB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,
,Brayden Willis (SF),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Cade Stover (HOU),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4%,,,,,,,,,,,,
,Patrick Murtagh (JAC),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Julian Hill (MIA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Travis Vokolek (ARI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,E.J. Jenkins (PHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Brady Russell (SEA),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Griffin Hebert (PHI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Blake Whiteheart (ARI),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Tucker Kraft (GB),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,11.2%,,,,,,,,,,,,
,Luke Schoonmaker (DAL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.3%,,,,,,,,,,,,
,Rodney Williams (PIT),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Jake Tonges (SF),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Zaire Mitchell-Paden (CLE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Kehinde Oginni (ATL),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Jaheim Bell (NE),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,
,Dallin Holker (NO),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Leroy Watson IV (TEN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Thomas Odukoya (TEN),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
,Cole Fotheringham (LV),,,,,,,,,,,,,,,,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,
